frame,H_Water_IF->O_SiO2_Surface,H_Water_IF->O_SiO2_Structural,H_Water_IF->O_Hydroxyl_CSH,H_Water_IF->O_NBO_CSH,H_Water_IF->O_Bridging_CSH,H_Water_IF->O_Water_CSH,H_Water_IF->O_Water_IF,H_Water_IF->O_Water_IF_CaCoord,H_Hydroxyl_CSH->O_SiO2_Surface,H_Hydroxyl_CSH->O_SiO2_Structural,H_Hydroxyl_CSH->O_Water_IF,H_Hydroxyl_CSH->O_Water_IF_CaCoord,H_Water_CSH->O_SiO2_Surface,H_Water_CSH->O_SiO2_Structural,H_Water_CSH->O_Water_IF,H_Water_CSH->O_Water_IF_CaCoord,H_SiO2_Hydroxyl->O_Hydroxyl_CSH,H_SiO2_Hydroxyl->O_NBO_CSH,H_SiO2_Hydroxyl->O_Water_CSH,H_SiO2_Hydroxyl->O_Bridging_CSH,H_SiO2_Hydroxyl->O_Water_IF,H_SiO2_Hydroxyl->O_Water_IF_CaCoord,H_Water_IF->O_SiO2_Surface_per_nm2,H_Water_IF->O_SiO2_Structural_per_nm2,H_Water_IF->O_Hydroxyl_CSH_per_nm2,H_Water_IF->O_NBO_CSH_per_nm2,H_Water_IF->O_Bridging_CSH_per_nm2,H_Water_IF->O_Water_CSH_per_nm2,H_Water_IF->O_Water_IF_per_nm2,H_Water_IF->O_Water_IF_CaCoord_per_nm2,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm2,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm2,H_Hydroxyl_CSH->O_Water_IF_per_nm2,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm2,H_Water_CSH->O_SiO2_Surface_per_nm2,H_Water_CSH->O_SiO2_Structural_per_nm2,H_Water_CSH->O_Water_IF_per_nm2,H_Water_CSH->O_Water_IF_CaCoord_per_nm2,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm2,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_CSH_per_nm2,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm2,H_Water_IF->O_SiO2_Surface_per_nm3,H_Water_IF->O_SiO2_Structural_per_nm3,H_Water_IF->O_Hydroxyl_CSH_per_nm3,H_Water_IF->O_NBO_CSH_per_nm3,H_Water_IF->O_Bridging_CSH_per_nm3,H_Water_IF->O_Water_CSH_per_nm3,H_Water_IF->O_Water_IF_per_nm3,H_Water_IF->O_Water_IF_CaCoord_per_nm3,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm3,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm3,H_Hydroxyl_CSH->O_Water_IF_per_nm3,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm3,H_Water_CSH->O_SiO2_Surface_per_nm3,H_Water_CSH->O_SiO2_Structural_per_nm3,H_Water_CSH->O_Water_IF_per_nm3,H_Water_CSH->O_Water_IF_CaCoord_per_nm3,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm3,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_CSH_per_nm3,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm3,H_Water_IF->O_SiO2_Surface_per_donor,H_Water_IF->O_SiO2_Structural_per_donor,H_Water_IF->O_Hydroxyl_CSH_per_donor,H_Water_IF->O_NBO_CSH_per_donor,H_Water_IF->O_Bridging_CSH_per_donor,H_Water_IF->O_Water_CSH_per_donor,H_Water_IF->O_Water_IF_per_donor,H_Water_IF->O_Water_IF_CaCoord_per_donor,H_Hydroxyl_CSH->O_SiO2_Surface_per_donor,H_Hydroxyl_CSH->O_SiO2_Structural_per_donor,H_Hydroxyl_CSH->O_Water_IF_per_donor,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_donor,H_Water_CSH->O_SiO2_Surface_per_donor,H_Water_CSH->O_SiO2_Structural_per_donor,H_Water_CSH->O_Water_IF_per_donor,H_Water_CSH->O_Water_IF_CaCoord_per_donor,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_donor,H_SiO2_Hydroxyl->O_NBO_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_CSH_per_donor,H_SiO2_Hydroxyl->O_Bridging_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_IF_per_donor,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_donor
89,110,0,30,18,7,21,200,10,0,0,27,4,10,0,42,7,0,0,0,0,1,0,5.666821483,0,1.545496768,0.9272980608,0.3606159125,1.081847738,10.30331179,0.5151655893,0,0,1.390947091,0.2060662357,0.5151655893,0,2.163695475,0.3606159125,0,0,0,0,0.05151655893,0,2.470717449,0,0.6738320317,0.404299219,0.1572274741,0.4716824222,4.492213545,0.2246106772,0,0,0.6064488285,0.08984427089,0.2246106772,0,0.9433648444,0.1572274741,0,0,0,0,0.02246106772,0,0.1839464883,0,0.05016722408,0.03010033445,0.01170568562,0.03511705686,0.3344481605,0.01672240803,0,0,0.09183673469,0.01360544218,0.05813953488,0,0.2441860465,0.04069767442,0,0,0,0,0.005555555556,0
90,114,0,29,16,5,27,204,11,0,0,30,5,11,0,38,3,0,0,0,0,1,0,5.872887718,0,1.493980209,0.8242649429,0.2575827947,1.390947091,10.50937802,0.5666821483,0,0,1.545496768,0.2575827947,0.5666821483,0,1.957629239,0.1545496768,0,0,0,0,0.05151655893,0,2.564172209,0,0.6522894217,0.3598838189,0.1124636934,0.6073039443,4.588518691,0.2474201255,0,0,0.6747821604,0.1124636934,0.2474201255,0,0.8547240698,0.06747821604,0,0,0,0,0.02249273868,0,0.1906354515,0,0.04849498328,0.02675585284,0.008361204013,0.04515050167,0.3411371237,0.01839464883,0,0,0.1038062284,0.01730103806,0.06432748538,0,0.2222222222,0.01754385965,0,0,0,0,0.005555555556,0
91,114,0,31,23,9,25,208,16,0,0,25,6,13,0,39,10,0,0,0,0,0,0,5.872887718,0,1.597013327,1.184880855,0.4636490304,1.287913973,10.71544426,0.8242649429,0,0,1.287913973,0.3090993536,0.6697152661,0,2.009145798,0.5151655893,0,0,0,0,0,0,2.562169225,0,0.6967302278,0.5169288787,0.2022765177,0.5618792159,4.674835077,0.3596026982,0,0,0.5618792159,0.1348510118,0.2921771923,0,0.8765315769,0.2247516864,0,0,0,0,0,0,0.1906354515,0,0.05183946488,0.03846153846,0.01505016722,0.04180602007,0.347826087,0.02675585284,0,0,0.08620689655,0.02068965517,0.07558139535,0,0.226744186,0.05813953488,0,0,0,0,0,0
92,117,0,30,17,3,23,194,17,0,0,25,2,12,0,45,5,0,0,0,0,0,0,6.027437395,0,1.545496768,0.8757815018,0.1545496768,1.184880855,9.994212433,0.8757815018,0,0,1.287913973,0.1030331179,0.6181987072,0,2.318245152,0.2575827947,0,0,0,0,0,0,2.642955631,0,0.6776809311,0.3840191943,0.06776809311,0.5195553805,4.382336688,0.3840191943,0,0,0.5647341092,0.04517872874,0.2710723724,0,1.016521397,0.1129468218,0,0,0,0,0,0,0.1959798995,0,0.05025125628,0.02847571189,0.005025125628,0.03852596315,0.324958124,0.02847571189,0,0,0.08802816901,0.007042253521,0.0701754386,0,0.2631578947,0.02923976608,0,0,0,0,0,0
93,112,1,35,19,6,21,201,13,0,0,29,5,12,0,41,4,0,0,0,0,1,0,5.7698546,0.05151655893,1.803079563,0.9788146197,0.3090993536,1.081847738,10.35482835,0.6697152661,0,0,1.493980209,0.2575827947,0.6181987072,0,2.112178916,0.2060662357,0,0,0,0,0.05151655893,0,2.524703269,0.02254199347,0.7889697715,0.428297876,0.1352519608,0.4733818629,4.530940688,0.2930459151,0,0,0.6537178107,0.1127099674,0.2705039217,0,0.9242217324,0.09016797389,0,0,0,0,0.02254199347,0,0.1872909699,0.001672240803,0.05852842809,0.03177257525,0.01003344482,0.03511705686,0.3361204013,0.02173913043,0,0,0.1003460208,0.01730103806,0.0701754386,0,0.2397660819,0.02339181287,0,0,0,0,0.005555555556,0
94,110,0,24,20,6,30,205,14,0,0,27,6,11,0,42,4,0,0,0,0,0,0,5.666821483,0,1.236397414,1.030331179,0.3090993536,1.545496768,10.56089458,0.721231825,0,0,1.390947091,0.3090993536,0.5666821483,0,2.163695475,0.2060662357,0,0,0,0,0,0,2.476323635,0,0.5402887931,0.4502406609,0.1350721983,0.6753609913,4.614966774,0.3151684626,0,0,0.6078248922,0.1350721983,0.2476323635,0,0.9455053879,0.09004813218,0,0,0,0,0,0,0.1845637584,0,0.04026845638,0.03355704698,0.01006711409,0.05033557047,0.3439597315,0.02348993289,0,0,0.09278350515,0.0206185567,0.06358381503,0,0.2427745665,0.02312138728,0,0,0,0,0,0
95,117,0,22,23,7,27,196,11,0,0,23,3,11,0,40,8,0,0,0,0,0,0,6.027437395,0,1.133364297,1.184880855,0.3606159125,1.390947091,10.09724555,0.5666821483,0,0,1.184880855,0.1545496768,0.5666821483,0,2.060662357,0.4121324715,0,0,0,0,0,0,2.626000835,0,0.4937779347,0.5162223863,0.1571111611,0.6060001926,4.39911251,0.2468889674,0,0,0.5162223863,0.06733335474,0.2468889674,0,0.8977780632,0.1795556126,0,0,0,0,0,0,0.1956521739,0,0.03678929766,0.03846153846,0.01170568562,0.04515050167,0.3277591973,0.01839464883,0,0,0.07903780069,0.01030927835,0.06395348837,0,0.2325581395,0.04651162791,0,0,0,0,0,0
96,123,0,27,22,9,23,203,12,0,0,26,3,11,0,46,7,0,0,0,0,0,0,6.336536749,0,1.390947091,1.133364297,0.4636490304,1.184880855,10.45786146,0.6181987072,0,0,1.339430532,0.1545496768,0.5666821483,0,2.369761711,0.3606159125,0,0,0,0,0,0,2.765078459,0,0.6069684422,0.4945668788,0.2023228141,0.5170471915,4.563503473,0.2697637521,0,0,0.5844881295,0.06744093802,0.2472834394,0,1.034094383,0.1573621887,0,0,0,0,0,0,0.2063758389,0,0.04530201342,0.03691275168,0.01510067114,0.03859060403,0.3406040268,0.02013422819,0,0,0.08934707904,0.01030927835,0.06358381503,0,0.2658959538,0.04046242775,0,0,0,0,0,0
97,115,0,22,24,6,28,200,10,0,0,24,6,10,0,37,6,0,0,0,0,0,0,5.924404277,0,1.133364297,1.236397414,0.3090993536,1.44246365,10.30331179,0.5151655893,0,0,1.236397414,0.3090993536,0.5151655893,0,1.90611268,0.3090993536,0,0,0,0,0,0,2.578532603,0,0.493284498,0.5381285432,0.1345321358,0.6278166338,4.484404527,0.2242202264,0,0,0.5381285432,0.1345321358,0.2242202264,0,0.8296148375,0.1345321358,0,0,0,0,0,0,0.1923076923,0,0.03678929766,0.04013377926,0.01003344482,0.04682274247,0.3344481605,0.01672240803,0,0,0.08219178082,0.02054794521,0.05813953488,0,0.2151162791,0.03488372093,0,0,0,0,0,0
98,116,0,31,23,6,26,197,12,0,0,27,4,11,0,41,5,0,0,0,0,0,0,5.975920836,0,1.597013327,1.184880855,0.3090993536,1.339430532,10.14876211,0.6181987072,0,0,1.390947091,0.2060662357,0.5666821483,0,2.112178916,0.2575827947,0,0,0,0,0,0,2.616232958,0,0.6991657043,0.5187358452,0.1353223944,0.5863970424,4.443085282,0.2706447888,0,0,0.6089507747,0.09021492959,0.2480910564,0,0.9247030283,0.112768662,0,0,0,0,0,0,0.1939799331,0,0.05183946488,0.03846153846,0.01003344482,0.04347826087,0.3294314381,0.02006688963,0,0,0.09407665505,0.01393728223,0.06358381503,0,0.2369942197,0.0289017341,0,0,0,0,0,0
99,107,0,29,21,7,22,187,10,0,0,25,5,8,0,41,5,0,0,0,0,0,0,5.512271806,0,1.493980209,1.081847738,0.3606159125,1.133364297,9.63359652,0.5151655893,0,0,1.287913973,0.2575827947,0.4121324715,0,2.112178916,0.2575827947,0,0,0,0,0,0,2.400391832,0,0.6505734873,0.4711049391,0.1570349797,0.4935385076,4.195077314,0.2243356853,0,0,0.5608392132,0.1121678426,0.1794685482,0,0.9197763096,0.1121678426,0,0,0,0,0,0,0.1795302013,0,0.04865771812,0.03523489933,0.01174496644,0.03691275168,0.3137583893,0.01677852349,0,0,0.08591065292,0.01718213058,0.04624277457,0,0.2369942197,0.0289017341,0,0,0,0,0,0
100,125,0,36,19,5,24,198,6,0,0,26,4,12,0,44,7,0,0,0,0,0,0,6.439569866,0,1.854596122,0.9788146197,0.2575827947,1.236397414,10.20027867,0.3090993536,0,0,1.339430532,0.2060662357,0.6181987072,0,2.266728593,0.3606159125,0,0,0,0,0,0,2.813503739,0,0.8102890769,0.4276525684,0.1125401496,0.5401927179,4.456589923,0.1350481795,0,0,0.5852087778,0.09003211966,0.270096359,0,0.9903533162,0.1575562094,0,0,0,0,0,0,0.2086811352,0,0.06010016694,0.03171953255,0.008347245409,0.04006677796,0.3305509182,0.01001669449,0,0,0.09090909091,0.01398601399,0.0701754386,0,0.2573099415,0.04093567251,0,0,0,0,0,0
101,124,0,28,20,7,23,173,13,0,0,28,6,8,0,39,5,0,0,0,0,0,0,6.388053308,0,1.44246365,1.030331179,0.3606159125,1.184880855,8.912364695,0.6697152661,0,0,1.44246365,0.3090993536,0.4121324715,0,2.009145798,0.2575827947,0,0,0,0,0,0,2.783770556,0,0.6285933513,0.448995251,0.1571483378,0.5163445386,3.883808921,0.2918469131,0,0,0.6285933513,0.1346985753,0.1795981004,0,0.8755407394,0.1122488127,0,0,0,0,0,0,0.2084033613,0,0.04705882353,0.03361344538,0.01176470588,0.03865546218,0.2907563025,0.0218487395,0,0,0.09688581315,0.02076124567,0.04597701149,0,0.224137931,0.02873563218,0,0,0,0,0,0
102,130,0,34,18,6,24,184,11,0,0,21,5,11,0,40,2,0,0,0,0,0,0,6.697152661,0,1.751563004,0.9272980608,0.3090993536,1.236397414,9.479046843,0.5666821483,0,0,1.081847738,0.2575827947,0.5666821483,0,2.060662357,0.1030331179,0,0,0,0,0,0,2.921329038,0,0.7640399021,0.4044917129,0.134830571,0.5393222838,4.134804176,0.2471893801,0,0,0.4719069984,0.1123588091,0.2471893801,0,0.8988704731,0.04494352365,0,0,0,0,0,0,0.2173913043,0,0.05685618729,0.03010033445,0.01003344482,0.04013377926,0.3076923077,0.01839464883,0,0,0.07317073171,0.01742160279,0.06395348837,0,0.2325581395,0.01162790698,0,0,0,0,0,0
103,117,0,35,17,9,22,188,18,0,0,28,5,10,0,39,9,0,0,0,0,1,0,6.027437395,0,1.803079563,0.8757815018,0.4636490304,1.133364297,9.685113079,0.9272980608,0,0,1.44246365,0.2575827947,0.5151655893,0,2.009145798,0.4636490304,0,0,0,0,0.05151655893,0,2.63470689,0,0.7881601807,0.3828206592,0.2026697608,0.4954149708,4.233546114,0.4053395215,0,0,0.6305281446,0.1125943115,0.2251886231,0,0.87823563,0.2026697608,0,0,0,0,0.02251886231,0,0.1956521739,0,0.05852842809,0.02842809365,0.01505016722,0.03678929766,0.3143812709,0.03010033445,0,0,0.09893992933,0.01766784452,0.05847953216,0,0.2280701754,0.05263157895,0,0,0,0,0.005555555556,0
104,117,0,29,14,8,20,206,13,0,0,22,5,10,0,42,5,0,0,0,0,0,0,6.027437395,0,1.493980209,0.721231825,0.4121324715,1.030331179,10.61241114,0.6697152661,0,0,1.133364297,0.2575827947,0.5151655893,0,2.163695475,0.2575827947,0,0,0,0,0,0,2.626401897,0,0.6509885043,0.3142703124,0.1795830357,0.4489575892,4.624263168,0.291822433,0,0,0.4938533481,0.1122393973,0.2244787946,0,0.9428109372,0.1122393973,0,0,0,0,0,0,0.1963087248,0,0.04865771812,0.02348993289,0.01342281879,0.03355704698,0.3456375839,0.02181208054,0,0,0.07560137457,0.01718213058,0.05747126437,0,0.2413793103,0.02873563218,0,0,0,0,0,0
105,114,0,27,22,5,25,207,11,0,0,27,4,8,0,45,5,0,0,0,0,0,0,5.872887718,0,1.390947091,1.133364297,0.2575827947,1.287913973,10.6639277,0.5666821483,0,0,1.390947091,0.2060662357,0.4121324715,0,2.318245152,0.2575827947,0,0,0,0,0,0,2.56953484,0,0.6085740411,0.4958751446,0.1126988965,0.5634944825,4.665734315,0.2479375723,0,0,0.6085740411,0.0901591172,0.1803182344,0,1.014290069,0.1126988965,0,0,0,0,0,0,0.1912751678,0,0.04530201342,0.03691275168,0.008389261745,0.04194630872,0.3473154362,0.01845637584,0,0,0.09642857143,0.01428571429,0.04651162791,0,0.261627907,0.02906976744,0,0,0,0,0,0
106,124,0,32,16,5,24,196,9,0,0,25,5,12,0,36,4,0,0,0,0,0,0,6.388053308,0,1.648529886,0.8242649429,0.2575827947,1.236397414,10.09724555,0.4636490304,0,0,1.287913973,0.2575827947,0.6181987072,0,1.854596122,0.2060662357,0,0,0,0,0,0,2.788756232,0,0.7196790276,0.3598395138,0.1124498481,0.5397592707,4.408034044,0.2024097265,0,0,0.5622492403,0.1124498481,0.2698796353,0,0.809638906,0.08995987845,0,0,0,0,0,0,0.2073578595,0,0.05351170569,0.02675585284,0.008361204013,0.04013377926,0.3277591973,0.01505016722,0,0,0.08771929825,0.01754385965,0.06976744186,0,0.2093023256,0.02325581395,0,0,0,0,0,0
107,107,0,35,20,9,24,201,13,0,0,25,7,14,0,40,4,0,0,0,0,0,0,5.512271806,0,1.803079563,1.030331179,0.4636490304,1.236397414,10.35482835,0.6697152661,0,0,1.287913973,0.3606159125,0.721231825,0,2.060662357,0.2060662357,0,0,0,0,0,0,2.396844168,0,0.7840144476,0.4480082558,0.2016037151,0.5376099069,4.50248297,0.2912053662,0,0,0.5600103197,0.1568028895,0.313605779,0,0.8960165115,0.08960165115,0,0,0,0,0,0,0.1789297659,0,0.05852842809,0.03344481605,0.01505016722,0.04013377926,0.3361204013,0.02173913043,0,0,0.08650519031,0.02422145329,0.08139534884,0,0.2325581395,0.02325581395,0,0,0,0,0,0
108,115,0,43,19,6,21,197,10,0,0,23,7,13,0,38,3,0,0,0,0,0,0,5.924404277,0,2.215212034,0.9788146197,0.3090993536,1.081847738,10.14876211,0.5151655893,0,0,1.184880855,0.3606159125,0.6697152661,0,1.957629239,0.1545496768,0,0,0,0,0,0,2.581911154,0,0.9654102575,0.4265766254,0.134708408,0.4714794281,4.422926063,0.2245140134,0,0,0.5163822308,0.1571598094,0.2918682174,0,0.8531532508,0.06735420401,0,0,0,0,0,0,0.1929530201,0,0.07214765101,0.03187919463,0.01006711409,0.03523489933,0.3305369128,0.01677852349,0,0,0.08098591549,0.02464788732,0.07602339181,0,0.2222222222,0.01754385965,0,0,0,0,0,0
109,115,0,36,18,6,23,196,12,0,0,25,3,11,0,36,5,0,0,0,0,1,0,5.924404277,0,1.854596122,0.9272980608,0.3090993536,1.184880855,10.09724555,0.6181987072,0,0,1.287913973,0.1545496768,0.5666821483,0,1.854596122,0.2575827947,0,0,0,0,0.05151655893,0,2.57056834,0,0.8046996543,0.4023498272,0.1341166091,0.514113668,4.381142562,0.2682332181,0,0,0.5588192044,0.06705830453,0.2458804499,0,0.8046996543,0.1117638409,0,0,0,0,0.02235276818,0,0.1929530201,0,0.06040268456,0.03020134228,0.01006711409,0.03859060403,0.3288590604,0.02013422819,0,0,0.08802816901,0.01056338028,0.0632183908,0,0.2068965517,0.02873563218,0,0,0,0,0.005555555556,0
110,112,0,36,15,11,25,202,8,0,0,27,5,14,0,42,4,0,0,0,0,0,0,5.7698546,0,1.854596122,0.772748384,0.5666821483,1.287913973,10.4063449,0.4121324715,0,0,1.390947091,0.2575827947,0.721231825,0,2.163695475,0.2060662357,0,0,0,0,0,0,2.514726821,0,0.8083050495,0.3367937706,0.2469820985,0.5613229511,4.535489445,0.1796233443,0,0,0.6062287871,0.1122645902,0.3143408526,0,0.9430225578,0.08981167217,0,0,0,0,0,0,0.1872909699,0,0.0602006689,0.02508361204,0.01839464883,0.04180602007,0.3377926421,0.01337792642,0,0,0.09440559441,0.01748251748,0.08139534884,0,0.2441860465,0.02325581395,0,0,0,0,0,0
111,112,0,35,18,8,24,192,8,0,0,29,4,12,0,35,8,0,0,0,0,1,0,5.7698546,0,1.803079563,0.9272980608,0.4121324715,1.236397414,9.891179315,0.4121324715,0,0,1.493980209,0.2060662357,0.6181987072,0,1.803079563,0.4121324715,0,0,0,0,0.05151655893,0,2.516261082,0,0.7863315882,0.4043991025,0.1797329344,0.5391988033,4.313590427,0.1797329344,0,0,0.6515318873,0.08986646722,0.2695994017,0,0.7863315882,0.1797329344,0,0,0,0,0.0224666168,0,0.1872909699,0,0.05852842809,0.03010033445,0.01337792642,0.04013377926,0.3210702341,0.01337792642,0,0,0.1003460208,0.01384083045,0.06936416185,0,0.2023121387,0.04624277457,0,0,0,0,0.005555555556,0
112,122,0,27,19,7,26,196,7,0,0,32,4,13,0,39,9,0,0,0,0,1,0,6.28502019,0,1.390947091,0.9788146197,0.3606159125,1.339430532,10.09724555,0.3606159125,0,0,1.648529886,0.2060662357,0.6697152661,0,2.009145798,0.4636490304,0,0,0,0,0.05151655893,0,2.745306159,0,0.6075677566,0.4275476806,0.1575175665,0.5850652471,4.410491863,0.1575175665,0,0,0.7200803041,0.09001003802,0.2925326236,0,0.8775978707,0.2025225855,0,0,0,0,0.0225025095,0,0.2046979866,0,0.04530201342,0.03187919463,0.01174496644,0.04362416107,0.3288590604,0.01174496644,0,0,0.1103448276,0.01379310345,0.07471264368,0,0.224137931,0.05172413793,0,0,0,0,0.005555555556,0
113,112,0,30,21,10,30,203,13,0,0,26,2,13,0,43,3,0,0,0,0,2,0,5.7698546,0,1.545496768,1.081847738,0.5151655893,1.545496768,10.45786146,0.6697152661,0,0,1.339430532,0.1030331179,0.6697152661,0,2.215212034,0.1545496768,0,0,0,0,0.1030331179,0,2.515799181,0,0.6738747807,0.4717123465,0.2246249269,0.6738747807,4.559886016,0.292012405,0,0,0.5840248099,0.04492498538,0.292012405,0,0.9658871856,0.06738747807,0,0,0,0,0.04492498538,0,0.1869782972,0,0.05008347245,0.03505843072,0.01669449082,0.05008347245,0.3388981636,0.02170283806,0,0,0.09122807018,0.00701754386,0.07602339181,0,0.2514619883,0.01754385965,0,0,0,0,0.01111111111,0
114,110,0,35,16,7,25,200,10,0,0,29,4,12,0,45,3,0,0,0,0,1,0,5.666821483,0,1.803079563,0.8242649429,0.3606159125,1.287913973,10.30331179,0.5151655893,0,0,1.493980209,0.2060662357,0.6181987072,0,2.318245152,0.1545496768,0,0,0,0,0.05151655893,0,2.461705517,0,0.7832699371,0.358066257,0.1566539874,0.5594785265,4.475828212,0.2237914106,0,0,0.6489950908,0.08951656425,0.2685496927,0,1.007061348,0.06713742318,0,0,0,0,0.02237914106,0,0.1842546064,0,0.05862646566,0.02680067002,0.01172529313,0.0418760469,0.3350083752,0.01675041876,0,0,0.09830508475,0.01355932203,0.0701754386,0,0.2631578947,0.01754385965,0,0,0,0,0.005555555556,0
115,124,0,30,15,1,21,201,9,0,0,30,3,16,0,34,4,0,0,0,0,1,0,6.388053308,0,1.545496768,0.772748384,0.05151655893,1.081847738,10.35482835,0.4636490304,0,0,1.545496768,0.1545496768,0.8242649429,0,1.751563004,0.2060662357,0,0,0,0,0.05151655893,0,2.790548867,0,0.6751327904,0.3375663952,0.02250442635,0.4725929533,4.523389696,0.2025398371,0,0,0.6751327904,0.06751327904,0.3600708216,0,0.7651504958,0.09001770539,0,0,0,0,0.02250442635,0,0.2094594595,0,0.05067567568,0.02533783784,0.001689189189,0.03547297297,0.339527027,0.0152027027,0,0,0.1048951049,0.01048951049,0.09142857143,0,0.1942857143,0.02285714286,0,0,0,0,0.005555555556,0
116,121,0,29,19,6,28,197,16,0,0,27,3,9,0,38,2,0,0,0,0,1,0,6.233503631,0,1.493980209,0.9788146197,0.3090993536,1.44246365,10.14876211,0.8242649429,0,0,1.390947091,0.1545496768,0.4636490304,0,1.957629239,0.1030331179,0,0,0,0,0.05151655893,0,2.716864065,0,0.6511492387,0.4266150185,0.1347205321,0.6286958167,4.423324139,0.3592547524,0,0,0.6062423947,0.06736026607,0.2020807982,0,0.8532300369,0.04490684405,0,0,0,0,0.02245342202,0,0.2037037037,0,0.04882154882,0.03198653199,0.0101010101,0.04713804714,0.3316498316,0.02693602694,0,0,0.09215017065,0.01023890785,0.05142857143,0,0.2171428571,0.01142857143,0,0,0,0,0.005555555556,0
117,117,0,27,15,8,24,197,17,0,0,28,6,11,0,44,5,0,0,0,0,1,0,6.027437395,0,1.390947091,0.772748384,0.4121324715,1.236397414,10.14876211,0.8757815018,0,0,1.44246365,0.3090993536,0.5666821483,0,2.266728593,0.2575827947,0,0,0,0,0.05151655893,0,2.630151822,0,0.6069581127,0.3371989515,0.1798394408,0.5395183224,4.42854623,0.3821588117,0,0,0.6294380428,0.1348795806,0.2472792311,0,0.9891169244,0.1123996505,0,0,0,0,0.0224799301,0,0.196969697,0,0.04545454545,0.02525252525,0.01346801347,0.0404040404,0.3316498316,0.02861952862,0,0,0.0979020979,0.02097902098,0.0625,0,0.25,0.02840909091,0,0,0,0,0.005555555556,0
118,121,1,29,14,11,31,205,13,0,0,25,5,10,0,42,4,0,0,0,0,1,0,6.233503631,0.05151655893,1.493980209,0.721231825,0.5666821483,1.597013327,10.56089458,0.6697152661,0,0,1.287913973,0.2575827947,0.5151655893,0,2.163695475,0.2060662357,0,0,0,0,0.05151655893,0,2.721269097,0.02248982725,0.6522049902,0.3148575815,0.2473880997,0.6971846447,4.610414586,0.2923677542,0,0,0.5622456812,0.1124491362,0.2248982725,0,0.9445727445,0.089959309,0,0,0,0,0.02248982725,0,0.2030201342,0.001677852349,0.04865771812,0.02348993289,0.01845637584,0.05201342282,0.3439597315,0.02181208054,0,0,0.08865248227,0.01773049645,0.05780346821,0,0.2427745665,0.02312138728,0,0,0,0,0.005555555556,0
119,113,0,30,17,6,27,194,7,0,0,23,5,12,0,44,5,0,0,0,0,1,0,5.821371159,0,1.545496768,0.8757815018,0.3090993536,1.390947091,9.994212433,0.3606159125,0,0,1.184880855,0.2575827947,0.6181987072,0,2.266728593,0.2575827947,0,0,0,0,0.05151655893,0,2.527671883,0,0.6710633317,0.3802692213,0.1342126663,0.6039569985,4.339542878,0.1565814441,0,0,0.5144818876,0.1118438886,0.2684253327,0,0.9842262198,0.1118438886,0,0,0,0,0.02236877772,0,0.1908783784,0,0.05067567568,0.02871621622,0.01013513514,0.04560810811,0.3277027027,0.01182432432,0,0,0.07876712329,0.01712328767,0.06779661017,0,0.2485875706,0.02824858757,0,0,0,0,0.005555555556,0
120,109,0,31,19,8,18,203,9,0,0,30,3,11,0,44,5,0,0,0,0,1,0,5.615304924,0,1.597013327,0.9788146197,0.4121324715,0.9272980608,10.45786146,0.4636490304,0,0,1.545496768,0.1545496768,0.5666821483,0,2.266728593,0.2575827947,0,0,0,0,0.05151655893,0,2.458150745,0,0.6991070927,0.4284849923,0.1804147336,0.4059331506,4.578023865,0.2029665753,0,0,0.676555251,0.0676555251,0.2480702587,0,0.9922810348,0.1127592085,0,0,0,0,0.0225518417,0,0.1835016835,0,0.05218855219,0.03198653199,0.01346801347,0.0303030303,0.3417508418,0.01515151515,0,0,0.1075268817,0.01075268817,0.0625,0,0.25,0.02840909091,0,0,0,0,0.005555555556,0
